UKREIS,UJAHR,UMONAT,UTAG,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP,LICHT,USTRZUSTAND,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,@lon,@lat
12,19,7,0,5,3,3,5,2,0,0,1,1,0,0,0,0,13.773401,51.127542
12,19,7,0,16,3,3,5,3,0,0,1,1,0,0,0,0,13.797909,51.035047
12,19,7,0,7,3,3,5,3,0,0,1,1,0,0,0,0,13.79972,51.046932
13,19,7,0,15,2,3,4,2,0,0,1,1,0,0,0,0,12.411633,51.342633
13,19,7,0,9,2,3,5,7,0,0,1,1,0,0,0,0,12.420622,51.314556
13,19,7,0,7,2,3,5,3,0,0,1,1,0,0,0,0,12.421728,51.332579
27,19,7,0,8,2,3,1,5,0,0,1,1,0,0,0,0,13.290222,51.306141
27,19,7,0,18,2,3,2,2,0,0,1,0,0,0,0,0,13.535244,51.142711
27,19,7,0,15,2,3,0,1,0,0,1,0,0,0,0,0,13.638684,51.10369
12,19,7,0,19,2,3,5,3,0,0,1,1,0,0,0,0,13.747204,51.071961
12,19,7,0,8,2,3,0,3,0,0,1,1,0,0,0,0,13.722311,51.030043
21,19,7,0,10,2,3,1,5,0,0,1,1,0,0,0,0,12.778214,50.708819
11,19,7,0,3,2,2,0,1,2,0,1,0,0,0,0,0,12.932937,50.840055
13,19,6,0,12,1,2,5,1,0,0,1,0,0,0,0,1,12.416253,51.356834
24,19,6,0,2,7,2,8,6,2,0,1,1,0,0,0,0,12.379256,50.821851
23,19,6,0,20,7,3,0,1,0,0,1,0,0,0,0,0,12.13663,50.499071
13,19,6,0,10,7,3,5,2,0,0,1,1,0,0,0,0,12.325829,51.320368
13,19,6,0,17,7,3,5,3,0,0,1,1,0,0,0,0,12.325637,51.312149
13,19,6,0,17,7,3,3,6,0,0,1,1,0,0,0,0,12.308707,51.311406
12,19,6,0,18,7,3,0,3,0,0,1,1,0,0,0,0,13.713492,51.056341
12,19,6,0,10,7,3,5,3,0,0,1,1,0,0,0,0,13.741521,51.053538
12,19,6,0,12,7,3,0,1,0,0,1,0,0,0,0,0,13.815356,51.016938
11,19,6,0,20,7,2,1,7,1,0,1,1,0,0,0,0,12.888599,50.83531
13,19,6,0,15,6,3,5,2,0,0,1,1,0,0,0,0,12.373479,51.351691
13,19,6,0,11,6,3,5,3,0,0,1,1,0,0,0,0,12.328122,51.37306
13,19,6,0,14,6,3,6,4,0,0,1,0,1,0,0,0,12.374133,51.303417
26,19,6,0,18,6,3,5,3,0,0,1,1,0,0,0,0,14.80857,50.895779
12,19,6,0,10,6,3,0,1,0,0,1,0,0,0,0,0,13.707504,51.078845
12,19,6,0,12,6,3,0,1,0,0,1,0,0,0,0,0,13.80759,51.146071
12,19,6,0,14,6,2,0,1,0,0,1,0,0,0,0,0,13.763103,51.049803
12,19,6,0,8,6,3,0,1,0,0,1,1,0,0,0,0,13.813932,51.055544
21,19,6,0,11,6,3,5,3,0,0,1,0,0,1,0,0,12.660733,50.542641
11,19,6,0,22,6,3,1,5,2,0,1,1,0,0,0,0,12.916739,50.841482
24,19,6,0,7,5,3,3,6,0,0,1,1,0,0,0,0,12.690237,50.798247
13,19,6,0,12,5,3,5,2,0,0,1,1,0,0,0,0,12.384575,51.337232
13,19,6,0,19,5,3,3,2,0,0,1,1,0,0,0,0,12.403224,51.327029
13,19,6,0,17,5,3,5,3,0,0,1,1,0,0,0,0,12.285003,51.324229
13,19,6,0,15,5,3,3,2,0,0,1,1,0,0,0,0,12.368504,51.316931
13,19,6,0,11,5,3,5,3,0,0,1,1,0,0,0,0,12.361049,51.375741
13,19,6,0,7,5,3,5,3,0,0,1,0,0,0,0,1,12.396512,51.30891
13,19,6,0,17,5,3,5,3,0,0,1,1,0,0,0,0,12.335818,51.327643
27,19,6,0,13,5,3,5,3,0,0,1,0,0,0,0,1,13.591033,51.140273
12,19,6,0,17,5,3,0,5,0,0,1,1,0,0,0,0,13.752085,51.02368
12,19,6,0,7,5,3,5,2,0,0,1,1,0,0,0,0,13.803118,51.047466
12,19,6,0,15,5,3,2,2,0,0,1,0,0,0,0,1,13.753206,51.059118
12,19,6,0,18,5,3,2,3,0,0,1,1,0,1,0,0,13.755912,51.055913
12,19,6,0,15,5,3,5,3,0,0,1,1,0,0,0,0,13.738591,51.039518
12,19,6,0,7,5,3,5,3,0,0,1,0,0,1,0,0,13.797685,51.042324
12,19,6,0,16,5,3,0,7,0,0,1,0,0,0,0,0,13.75684,51.055207
12,19,6,0,11,5,2,6,6,0,0,1,0,1,0,0,0,13.768759,51.059974
12,19,6,0,8,5,2,5,3,0,0,1,1,0,0,0,0,13.834218,51.025656
12,19,6,0,17,5,3,5,7,0,0,1,1,0,0,0,0,13.784173,51.060615
22,19,6,0,17,5,2,0,1,0,0,1,0,0,0,0,0,12.702176,50.945464
12,19,7,0,11,7,3,0,1,0,1,1,0,0,0,0,0,13.742043,51.059267
12,19,7,0,16,2,1,2,7,0,0,1,1,0,0,0,0,13.854079,51.058341
11,19,7,0,11,2,2,1,5,0,0,1,0,0,0,0,1,12.939513,50.828595
23,19,7,0,15,1,2,0,1,0,0,1,0,0,0,0,0,12.328138,50.573385
13,19,7,0,10,1,3,2,2,0,0,1,1,0,0,0,0,12.443781,51.304075
25,19,7,0,16,1,3,8,1,0,0,1,0,0,0,0,0,14.049511,51.187543
26,19,7,0,12,1,3,5,3,0,0,1,1,0,0,0,0,14.961153,51.146238
27,19,7,0,9,1,3,0,7,0,0,1,0,0,0,0,0,13.518054,51.137548
27,19,7,0,6,1,3,0,1,1,0,1,0,0,0,0,0,13.533784,51.296049
11,19,7,0,2,2,3,1,7,2,0,1,1,0,0,0,0,12.915739,50.833863
12,19,7,0,20,1,2,5,3,0,0,1,1,0,0,0,0,13.693818,51.043917
21,19,7,0,20,1,2,0,1,0,0,1,0,0,0,0,0,13.010878,50.586087
11,19,7,0,17,1,2,8,1,0,0,1,0,0,0,0,0,12.915773,50.873892
13,19,7,0,9,7,2,4,2,0,0,1,1,0,0,0,0,12.39579,51.358868
25,19,7,0,2,7,3,6,7,2,0,1,0,1,0,0,0,14.38926,51.097155
27,19,7,0,17,7,3,0,1,2,0,1,0,0,0,0,0,13.528166,51.293379
12,19,7,0,11,7,3,5,2,0,0,1,1,0,0,0,0,13.753041,51.059045
12,19,7,0,11,7,3,3,1,0,0,1,1,0,0,0,0,13.735337,51.050653
12,19,7,0,9,7,3,5,2,0,0,1,1,0,0,0,0,13.725206,51.050216
13,19,7,0,16,6,3,5,3,0,0,1,0,0,0,0,0,12.384893,51.338129
13,19,7,0,15,6,3,5,2,0,0,1,1,0,0,0,0,12.378404,51.305671
13,19,7,0,15,6,3,3,2,0,0,1,1,0,0,0,0,12.419231,51.343927
28,19,7,0,16,6,3,8,1,0,0,1,0,0,0,0,0,14.059041,50.93425
28,19,7,0,18,6,2,9,1,0,0,1,0,0,0,0,0,13.649812,51.026049
12,19,7,0,15,6,3,5,3,0,0,1,1,0,0,0,0,13.849121,50.995179
12,19,7,0,11,6,3,0,3,0,0,1,0,0,0,0,0,13.826714,51.025634
12,19,7,0,17,6,3,3,6,0,0,1,0,0,0,0,0,13.734823,51.063129
12,19,7,0,14,6,3,5,2,0,0,1,1,0,0,0,0,13.749169,51.033576
22,19,7,0,6,6,3,0,7,0,0,1,0,0,0,0,0,13.136757,51.092749
21,19,7,0,17,6,3,5,3,0,0,1,1,0,0,0,0,12.884155,50.772384
24,19,7,0,16,5,3,3,6,0,0,1,0,0,0,1,0,12.456679,50.697914
24,19,7,0,0,5,3,0,1,2,0,1,0,0,0,0,0,12.497159,50.720145
29,19,7,0,11,5,3,5,3,0,0,1,1,0,0,0,0,12.544325,51.348639
13,19,7,0,7,5,2,4,2,0,0,1,1,0,0,0,0,12.421729,51.332578
26,19,7,0,9,5,3,7,7,0,0,1,0,0,0,0,0,14.709599,51.316299
25,19,7,0,18,5,3,0,7,0,0,1,0,0,0,0,0,14.321817,51.091029
12,19,7,0,6,5,3,3,2,0,0,1,1,0,0,0,0,13.830903,51.028389
12,19,7,0,15,5,3,5,2,0,0,1,1,0,0,0,0,13.761568,51.044917
12,19,7,0,19,5,3,5,3,0,0,1,1,0,0,0,0,13.728923,51.052084
30,19,7,0,11,4,3,0,3,0,0,1,1,0,0,0,0,13.110915,51.295995
13,19,7,0,14,4,3,3,2,0,0,1,1,0,0,0,0,12.373613,51.330528
13,19,7,0,14,4,3,5,3,0,0,1,1,0,0,0,0,12.369029,51.342047
13,19,7,0,19,4,3,6,4,0,0,1,0,1,0,0,0,12.421476,51.343677
29,19,7,0,11,4,3,5,2,0,0,1,1,0,0,0,0,12.215662,51.304176
13,19,7,0,17,4,3,6,4,0,0,1,0,1,0,0,0,12.328326,51.392259
13,19,7,0,20,4,2,5,3,0,0,1,1,0,0,0,0,12.359507,51.361032
25,19,7,0,15,4,3,5,3,0,0,1,1,0,0,0,0,14.182557,51.129437
12,19,7,0,7,4,3,5,7,0,0,1,1,0,0,0,0,13.686203,51.057333
12,19,7,0,8,4,3,5,2,0,0,1,1,0,0,0,0,13.735066,51.019184
12,19,7,0,16,4,3,6,4,0,0,1,0,1,0,0,0,13.763119,51.062788
12,19,7,0,14,4,3,0,1,0,0,1,0,0,0,0,0,13.73471,51.052092
12,19,7,0,6,4,2,5,2,0,0,1,1,0,0,0,0,13.741104,51.019247
11,19,7,0,13,4,3,5,3,0,0,1,1,0,0,0,0,12.901165,50.816432
13,19,7,0,20,3,3,1,5,1,0,1,1,0,0,0,0,12.252358,51.319764
30,19,7,0,14,3,2,3,3,0,0,1,1,0,0,0,0,12.323913,51.533453
13,19,7,0,6,3,3,4,2,0,0,1,0,0,0,0,1,12.381184,51.342718
26,19,7,0,13,3,3,0,1,0,0,1,0,0,0,0,0,14.746966,50.939152
25,19,7,0,16,3,3,0,1,0,0,1,0,0,0,0,0,14.437299,51.185096
25,19,7,0,15,3,3,5,3,0,0,1,1,0,0,0,0,14.449095,51.176565
28,19,7,0,21,3,3,0,1,2,0,1,0,0,0,0,0,13.859189,50.96877
28,19,7,0,12,3,3,5,2,0,0,1,1,0,0,0,0,13.53478,50.99514
12,19,7,0,13,3,3,0,1,0,0,1,0,0,0,0,0,13.713652,51.079451
12,19,7,0,13,3,3,0,1,0,0,1,0,0,0,0,0,13.76016,51.068491
12,19,7,0,8,3,3,5,3,0,0,1,1,0,0,0,0,13.773559,51.048735
12,19,7,0,15,3,1,5,2,0,0,1,1,0,0,0,0,13.728778,51.019672
21,19,7,0,18,3,3,6,7,0,0,1,0,1,0,0,0,13.338308,50.658761
22,19,7,0,15,3,3,5,3,0,0,1,1,0,0,0,0,13.326659,50.896128
24,19,7,0,10,2,3,5,3,0,0,1,1,0,0,0,0,12.473622,50.694098
13,19,7,0,14,2,2,6,2,0,0,1,0,1,0,0,0,12.368282,51.314699
13,19,7,0,7,2,3,5,3,0,0,1,1,0,0,0,0,12.42142,51.379259
13,19,7,0,5,2,3,1,5,1,0,1,1,0,0,0,0,12.369928,51.325141
25,19,7,0,16,2,2,5,3,0,0,1,1,0,0,0,0,14.423132,51.177079
27,19,7,0,14,2,3,1,5,0,0,1,1,0,0,0,0,13.299951,51.305936
12,19,7,0,18,2,3,3,2,0,0,1,1,0,0,0,0,13.749169,51.033577
24,19,7,0,18,1,3,1,5,0,0,1,1,0,0,0,0,12.550238,50.803409
13,19,7,0,11,1,3,1,5,0,0,1,1,0,0,0,0,12.274896,51.309928
27,19,7,0,3,1,2,0,1,2,1,1,0,0,0,0,0,13.294215,51.05163
12,19,7,0,16,1,3,1,5,0,0,1,1,0,0,0,0,13.707425,51.07906
12,19,7,0,3,1,3,0,7,2,0,1,0,0,0,0,0,13.822922,51.013079
12,19,7,0,1,1,3,9,1,2,1,1,0,0,0,0,0,13.758751,51.04457
13,19,7,0,9,7,3,3,6,0,0,1,1,0,0,0,0,12.381964,51.303058
13,19,7,0,15,7,3,4,6,0,0,1,0,0,0,0,0,12.383347,51.338478
25,19,7,0,2,7,3,7,7,2,0,1,0,0,0,0,0,14.236273,51.389563
25,19,7,0,10,7,2,0,7,0,0,1,0,0,0,0,0,14.250399,51.441993
27,19,7,0,11,7,3,4,2,0,0,1,1,0,0,0,0,13.502641,51.169075
28,19,7,0,18,7,3,9,1,0,0,1,1,0,0,0,0,13.642565,51.008386
12,19,7,0,15,7,2,0,1,0,0,1,0,0,0,0,0,13.748806,51.033022
12,19,7,0,14,7,3,0,1,0,0,1,0,0,0,0,0,13.830191,51.031807
22,19,7,0,16,7,2,6,4,0,0,1,0,1,0,0,0,13.325926,50.902353
30,19,7,0,9,6,3,0,1,0,0,1,1,0,0,0,0,12.342281,51.524465
13,19,7,0,16,6,3,1,1,0,1,1,1,0,0,0,0,12.309816,51.338273
13,19,7,0,13,6,2,5,3,0,0,1,1,0,0,0,0,12.338741,51.327997
13,19,7,0,23,6,3,0,1,2,0,1,0,0,0,0,0,12.412971,51.324575
13,19,7,0,11,6,3,1,1,0,1,1,1,0,0,0,0,12.365039,51.361264
13,19,7,0,10,6,3,5,2,0,0,1,1,0,0,0,0,12.311089,51.32897
26,19,7,0,17,6,3,0,1,0,0,1,1,0,0,0,0,14.982561,51.143637
26,19,7,0,21,6,3,0,1,2,0,1,0,0,0,0,0,14.98024,51.145725
25,19,7,0,21,6,2,9,1,0,0,1,1,0,0,0,0,14.18489,51.120003
28,19,7,0,15,6,3,5,3,0,0,1,1,0,0,0,0,13.775509,50.852761
21,19,7,0,13,6,3,5,1,0,1,1,1,0,0,0,0,13.255102,50.651048
22,19,7,0,23,6,2,0,7,2,0,1,0,0,0,0,0,13.353987,50.914463
23,19,7,0,5,5,3,5,3,0,0,1,1,0,0,0,0,12.282701,50.624018
30,19,7,0,11,5,3,5,3,0,0,1,1,0,0,0,0,12.633754,51.45709
13,19,7,0,11,5,3,5,3,0,0,1,1,0,0,0,0,12.310451,51.273956
29,19,7,0,10,5,3,2,2,0,0,1,1,0,0,0,0,12.366705,51.28674
13,19,7,0,12,5,2,5,3,0,0,1,1,0,0,0,0,12.479423,51.350604
13,19,7,0,8,5,3,5,2,0,0,1,0,0,0,0,1,12.407331,51.345481
13,19,7,0,10,5,2,5,3,0,0,1,0,0,0,0,0,12.48046,51.345904
28,19,7,0,9,5,3,0,1,0,0,1,0,0,0,0,0,13.933023,50.957735
12,19,7,0,8,5,2,5,3,0,0,1,1,0,0,0,0,13.737725,51.019118
12,19,7,0,13,5,3,5,3,0,0,1,1,0,0,0,0,13.761047,51.068227
12,19,7,0,17,5,3,3,6,0,0,1,1,0,0,0,0,13.731855,51.050979
12,19,7,0,7,5,3,0,7,0,0,1,0,0,0,0,0,13.780439,51.053158
22,19,7,0,19,5,2,5,3,0,0,1,1,0,0,0,0,12.714149,50.924643
13,19,7,0,19,4,3,3,2,0,0,1,1,0,0,0,0,12.367016,51.335902
13,19,7,0,16,4,3,5,3,0,0,1,1,0,0,0,0,12.439122,51.294849
13,19,7,0,18,4,3,3,2,0,0,1,1,0,0,0,0,12.371125,51.347355
13,19,7,0,17,4,3,4,6,0,0,1,0,0,0,0,0,12.367463,51.371601
26,19,7,0,12,4,3,0,1,0,0,1,0,0,0,0,0,14.814401,50.877642
12,19,7,0,21,4,3,0,7,2,0,1,0,0,0,0,0,13.735212,51.035293
12,19,7,0,19,4,3,1,5,0,0,1,1,0,0,0,0,13.76906,51.047791
13,19,7,0,18,4,3,3,2,0,1,1,0,0,0,0,1,12.395096,51.312883
12,19,7,0,14,4,2,5,2,0,0,1,1,0,0,0,0,13.800135,51.057414
25,19,7,0,7,4,3,5,3,0,0,1,1,0,0,0,0,14.267264,51.457185
21,19,7,0,15,4,2,5,3,0,0,1,1,0,0,0,0,12.697805,50.724147
25,19,7,0,17,4,3,5,3,0,0,1,1,0,0,0,0,14.096582,51.458092
28,19,7,0,15,4,3,5,3,0,0,1,1,0,0,0,0,13.932653,50.962595
28,19,7,0,6,4,3,0,1,0,0,1,0,0,0,0,0,13.932333,50.96308
12,19,7,0,8,4,3,5,3,0,0,1,1,0,0,0,0,13.788283,51.035964
13,19,7,0,14,3,3,3,2,0,0,1,1,0,0,0,0,12.385687,51.366818
12,19,7,0,14,4,2,5,2,0,0,1,1,0,0,0,0,13.772674,51.0478
22,19,7,0,16,3,3,0,1,0,0,1,0,0,0,0,0,13.284147,50.904917
11,19,7,0,20,3,3,5,3,0,0,1,0,0,0,0,1,12.907239,50.822501
23,19,7,0,17,3,3,0,1,0,0,1,0,0,0,0,0,12.328189,50.391964
30,19,7,0,7,3,3,5,3,0,0,1,1,0,0,0,0,12.341489,51.527341
29,19,7,0,16,2,2,3,6,0,0,1,1,0,0,0,0,12.747158,51.371249
29,19,7,0,5,3,3,4,2,0,0,1,1,0,0,0,0,12.52757,51.364416
13,19,7,0,17,2,3,4,6,0,0,1,0,0,0,0,0,12.334337,51.319267
13,19,7,0,13,3,3,5,3,0,0,1,1,0,0,0,0,12.448343,51.383032
12,19,7,0,19,3,3,0,1,0,0,1,0,0,0,0,0,13.690681,51.053636
12,19,7,0,17,3,3,5,3,0,0,1,0,0,0,0,0,13.721868,51.034759
12,19,7,0,12,3,3,5,2,0,0,1,1,0,0,0,0,13.749396,51.035941
12,19,7,0,16,3,3,5,3,2,0,1,1,0,0,0,0,13.78977,51.030078
22,19,7,0,17,3,3,9,1,0,0,1,0,0,0,0,0,12.70251,50.934745
13,19,7,0,16,2,3,5,3,0,0,1,1,0,0,0,0,12.40224,51.328372
13,19,7,0,8,2,3,3,2,0,0,1,1,0,0,0,0,12.40614,51.348181
24,19,7,0,17,2,3,5,3,0,0,1,1,0,0,0,0,12.366369,50.722925
13,19,7,0,8,2,3,5,3,0,0,1,1,0,0,0,0,12.363586,51.346969
12,19,7,0,18,2,3,0,7,0,0,1,0,0,0,0,0,13.708498,51.046941
13,19,7,0,17,2,3,5,3,0,0,1,1,0,0,0,0,12.384901,51.338158
13,19,7,0,7,2,3,5,3,0,0,1,1,0,0,0,0,12.364738,51.334258
27,19,7,0,20,2,3,0,7,1,0,1,0,0,0,0,0,13.300057,51.306212
22,19,7,0,16,2,3,6,6,0,0,1,0,1,0,0,0,13.319478,50.907225
12,19,7,0,8,2,3,5,2,0,0,1,1,0,0,0,0,13.75414,51.069341
12,19,7,0,14,2,3,0,7,0,0,1,1,0,0,0,0,13.777775,51.046598
12,19,7,0,17,1,2,0,1,0,0,1,0,0,0,0,0,13.76633,51.036466
12,19,7,0,6,2,3,5,2,0,0,1,1,0,0,0,0,13.777364,51.058774
21,19,7,0,5,1,2,0,7,0,1,1,0,0,0,0,0,13.000917,50.55756
12,19,7,0,15,2,3,3,6,0,0,1,1,0,0,0,0,13.772707,51.050891
29,19,7,0,15,1,2,5,3,0,0,1,1,0,0,0,0,12.333485,51.218215
13,19,8,0,15,5,3,6,4,0,0,1,0,1,0,0,0,12.392158,51.345324
13,19,8,0,18,5,3,5,3,0,0,1,1,0,0,0,0,12.371186,51.336524
13,19,8,0,12,5,3,1,5,0,1,1,1,0,0,0,0,12.343036,51.322531
25,19,8,0,14,5,3,4,6,0,0,1,1,0,0,0,0,14.264943,51.443037
26,19,8,0,14,5,2,0,1,0,0,1,0,0,0,0,0,15.002404,51.206715
27,19,8,0,16,5,3,5,3,0,0,1,1,0,0,0,0,13.61063,51.109242
28,19,8,0,13,5,3,5,3,0,0,1,1,0,0,0,0,13.591768,51.031874
11,19,8,0,16,5,3,1,6,0,0,1,1,0,0,0,0,12.950968,50.839692
11,19,8,0,5,5,3,5,3,0,0,1,1,0,0,0,0,12.923741,50.835226
29,19,8,0,7,4,3,5,3,0,0,1,1,0,0,0,0,12.707542,51.355288
13,19,8,0,18,4,3,5,2,0,0,1,1,0,0,0,0,12.369836,51.33173
12,19,8,0,19,4,3,4,1,0,0,1,1,0,0,0,0,13.728837,51.086179
12,19,8,0,17,4,3,5,2,0,0,1,0,0,0,0,0,13.760586,51.029906
12,19,8,0,16,4,3,2,2,0,0,1,1,0,0,0,0,13.829985,51.000492
23,19,8,0,15,3,3,4,6,0,0,1,1,0,0,0,0,12.468217,50.358627
23,19,8,0,15,3,3,1,7,0,0,1,1,0,0,0,0,12.14672,50.509886
30,19,8,0,17,3,3,5,3,0,0,1,1,0,0,0,0,12.359629,51.479599
13,19,8,0,15,3,3,3,2,0,0,1,0,0,0,1,0,12.388435,51.327618
13,19,8,0,10,3,3,5,2,0,0,1,1,0,0,0,0,12.40594,51.343015
13,19,8,0,10,3,2,5,3,0,0,1,1,0,0,0,0,12.340228,51.393047
13,19,8,0,8,3,3,5,3,0,0,1,1,0,0,0,0,12.410975,51.345279
26,19,8,0,16,3,2,8,1,0,0,1,0,0,0,0,0,14.797749,50.899847
26,19,8,0,13,3,3,4,7,0,0,1,1,0,0,0,0,14.656809,51.50938
25,19,8,0,8,3,3,4,2,0,0,1,1,0,0,0,0,14.243915,51.443462
26,19,8,0,10,3,3,0,7,0,0,1,0,0,0,0,0,14.940522,51.136949
25,19,8,0,11,3,3,5,3,0,0,1,1,0,0,0,0,14.423167,51.177109
28,19,8,0,14,3,3,0,3,0,0,1,1,0,0,0,0,13.874523,50.979183
28,19,8,0,16,3,3,1,5,0,0,1,1,0,0,0,0,13.933174,50.95744
12,19,8,0,17,3,3,1,7,0,0,1,1,0,0,0,0,13.77993,51.017059
11,19,8,0,18,3,3,5,3,0,0,1,1,0,0,0,0,12.903094,50.825349
22,19,8,0,23,3,2,0,7,2,0,1,0,0,0,0,0,13.117792,51.125409
29,19,8,0,18,2,3,1,7,0,0,1,1,0,0,0,0,12.506731,51.123582
13,19,8,0,0,2,2,0,7,2,0,1,0,0,0,0,0,12.43936,51.345907
25,19,8,0,22,2,2,4,2,2,0,1,1,0,0,0,0,14.164971,51.14461
12,19,8,0,17,2,3,5,2,0,0,1,1,0,0,0,0,13.660275,51.040625
12,19,8,0,14,2,2,5,3,0,0,1,1,0,0,0,0,13.788761,51.042409
12,19,8,0,9,2,3,5,3,0,0,1,1,0,0,0,0,13.795363,51.045103
11,19,8,0,12,2,3,1,5,0,0,1,1,0,0,0,0,12.939035,50.827429
11,19,8,0,13,2,2,4,2,0,0,1,1,0,0,0,0,12.909051,50.839999
24,19,8,0,15,1,3,0,7,0,0,1,0,0,0,0,0,12.486599,50.740853
29,19,8,0,12,1,3,3,6,0,0,1,0,0,0,0,0,12.671196,51.244503
29,19,8,0,15,1,3,5,3,0,0,1,1,0,0,0,0,12.507963,51.152017
22,19,8,0,14,1,3,1,5,0,0,1,1,0,0,0,0,12.978381,50.986187
23,19,8,0,14,7,3,1,1,0,0,1,1,0,0,0,0,12.022085,50.515487
13,19,8,0,17,7,3,3,3,0,0,1,0,0,0,0,0,12.397911,51.345965
25,19,8,0,11,7,3,0,7,0,0,1,0,0,0,0,0,14.015398,51.187979
12,19,8,0,23,7,3,5,3,2,0,1,1,0,0,0,0,13.758263,51.044764
12,19,8,0,15,7,3,0,1,0,0,1,0,0,0,0,0,13.746719,51.053243
12,19,8,0,22,7,3,5,2,2,0,1,1,0,0,0,0,13.737566,51.054011
24,19,8,0,14,6,3,5,3,0,0,1,1,0,0,0,0,12.388391,50.812288
13,19,8,0,12,6,3,2,2,0,0,1,0,0,0,0,1,12.373433,51.328525
25,19,8,0,16,6,3,2,6,0,0,1,1,0,0,0,0,14.45093,51.17589
28,19,8,0,14,6,3,1,5,0,0,1,1,0,0,0,0,13.903961,50.956523
12,19,8,0,7,6,3,5,3,0,0,1,1,0,0,0,0,13.722253,51.02612
12,19,8,0,15,6,3,0,1,0,0,1,0,0,0,0,0,13.835669,51.027037
12,19,8,0,12,6,3,2,6,0,0,1,1,0,0,0,0,13.756013,51.069797
21,19,8,0,15,6,3,2,6,0,0,1,1,0,0,0,0,12.93416,50.502728
11,19,8,0,11,6,3,3,6,0,0,1,1,0,0,0,0,12.912779,50.802984
24,19,8,0,14,5,3,6,4,0,0,1,0,1,0,0,0,12.476008,50.722925
24,19,8,0,16,5,2,0,1,0,0,1,0,0,0,0,0,12.746429,50.866569
29,19,8,0,11,5,2,0,1,0,0,1,0,0,0,0,0,12.813117,51.101928
13,19,8,0,13,5,3,4,2,0,0,1,1,0,0,0,0,12.419562,51.348111
13,19,8,0,15,5,3,5,3,0,0,1,1,0,0,0,0,12.376414,51.310397
26,19,8,0,14,5,3,4,6,0,0,1,1,0,0,0,0,14.679231,50.895355
25,19,8,0,17,5,3,0,1,0,0,1,0,0,0,0,0,14.271758,51.449227
12,19,8,0,9,5,2,0,1,0,0,1,0,0,0,0,0,13.814215,51.054953
24,19,8,0,15,4,3,5,3,0,1,1,1,0,0,0,0,12.374397,50.722648
29,19,8,0,12,4,2,0,7,0,1,1,0,0,0,0,1,12.688631,51.058548
13,19,8,0,10,4,3,5,3,0,0,1,1,0,0,0,0,12.325637,51.312147
28,19,8,0,14,4,3,0,1,0,1,1,0,0,0,0,0,14.086344,50.92113
27,19,8,0,9,4,2,0,7,0,0,1,0,0,0,0,0,13.671432,51.102366
28,19,8,0,16,4,2,0,1,0,0,1,1,0,0,0,0,13.720939,50.976156
12,19,8,0,20,4,2,0,1,1,1,1,0,0,0,0,0,13.745176,51.072275
12,19,8,0,16,4,3,0,1,0,1,1,0,0,0,0,0,13.814923,51.053871
12,19,8,0,11,4,3,0,1,0,0,1,0,0,0,0,0,13.776995,51.052122
12,19,8,0,6,4,3,1,6,0,0,1,1,0,0,0,0,13.781037,51.045868
11,19,8,0,15,4,3,0,1,0,0,1,0,0,0,0,0,12.928612,50.837478
11,19,8,0,15,4,3,5,3,0,0,1,1,0,0,0,0,12.891335,50.83588
29,19,8,0,9,3,3,3,2,0,0,1,0,0,0,0,1,12.494102,51.117854
13,19,8,0,8,3,3,3,5,0,0,1,1,0,0,0,0,12.390453,51.326235
13,19,8,0,13,3,3,3,2,0,0,1,1,0,0,0,0,12.308911,51.350042
30,19,8,0,17,3,2,3,3,0,0,1,1,0,0,0,0,13.098297,51.299777
13,19,8,0,15,3,3,4,2,0,0,1,1,0,0,0,0,12.365359,51.369678
12,19,8,0,15,3,3,5,3,0,0,1,1,0,0,0,0,13.740456,51.078301
12,19,8,0,9,3,3,5,3,0,0,1,1,0,0,0,0,13.758262,51.044764
11,19,8,0,18,3,3,0,7,0,0,1,0,0,0,0,0,12.887593,50.81861
13,19,8,0,6,2,3,6,4,0,0,1,0,1,0,0,0,12.385303,51.376083
12,19,8,0,7,2,3,5,3,0,0,1,1,0,0,0,0,13.705689,51.078568
12,19,8,0,16,2,3,5,2,0,0,1,1,0,0,0,0,13.795481,51.042845
12,19,8,0,16,2,3,0,1,0,1,1,0,0,0,0,0,13.712513,51.046184
12,19,8,0,6,2,3,5,2,0,0,1,1,0,0,0,0,13.85645,51.000559
12,19,8,0,10,2,3,5,3,0,0,1,1,0,0,0,0,13.725164,51.050255
11,19,8,0,10,2,3,5,2,0,0,1,1,0,0,0,0,12.901054,50.816478
11,19,8,0,5,2,3,0,3,0,0,1,1,0,0,0,0,12.943055,50.830907
24,19,8,0,12,1,3,3,6,0,0,1,0,0,1,0,0,12.376992,50.740475
13,19,8,0,3,1,2,6,4,2,0,1,0,1,0,0,0,12.373324,51.342446
13,19,8,0,7,3,3,1,5,0,0,1,1,0,0,0,0,12.441919,51.387679
12,19,8,0,12,1,3,0,1,0,0,1,0,0,0,0,0,13.60658,51.094334
12,19,8,0,13,1,3,0,6,0,0,1,0,0,0,0,1,13.837376,51.025106
25,19,8,0,7,3,3,3,6,1,0,1,0,0,0,0,0,14.42547,51.176286
12,19,8,0,13,1,3,0,1,0,0,1,0,0,0,0,0,13.72172,51.02621
27,19,8,0,17,3,3,3,6,0,0,1,1,0,0,0,0,13.641972,51.120587
