UKREIS,UJAHR,UMONAT,UTAG,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP,LICHT,USTRZUSTAND,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,@lon,@lat
12,22,6,6,0,2,3,0,7,2,0,1,0,0,0,0,0,13.827164,50.998529
13,22,5,24,8,3,3,6,4,0,0,1,0,1,0,0,0,12.40583,51.345535
13,22,5,13,10,6,3,3,2,0,0,1,1,0,0,0,0,12.378598,51.307766
27,22,6,12,12,1,3,6,6,0,0,1,0,1,0,0,0,13.529005,51.286629
25,22,5,17,12,3,3,5,3,0,1,1,1,0,0,0,0,14.453857,51.190023
13,22,5,9,14,2,3,5,2,0,0,1,1,0,0,0,0,12.406875,51.351386
28,22,5,23,6,2,2,5,3,0,0,1,1,0,0,0,0,13.86002,50.982
13,22,5,2,16,2,3,5,3,0,0,1,1,0,0,0,0,12.356577,51.364517
25,22,6,2,17,5,3,0,7,0,0,1,0,0,0,0,0,14.225114,51.384063
23,22,5,30,18,2,2,1,7,0,0,1,1,0,0,0,0,12.145759,50.510854
12,22,4,28,10,5,3,3,1,0,0,1,1,0,0,0,0,13.773764,51.046084
25,22,6,14,12,3,3,0,1,0,0,1,1,0,0,0,0,14.43692,51.184897
30,22,5,11,18,4,2,0,7,0,0,1,0,0,0,0,0,12.901479,51.569942
30,22,6,8,15,4,3,5,3,0,0,1,1,0,0,0,0,12.333077,51.529869
12,22,5,19,10,5,2,5,3,0,0,1,1,0,0,0,0,13.785328,51.035944
28,22,4,16,9,7,2,0,1,0,0,1,0,0,0,0,0,13.985216,50.990942
12,22,5,10,14,3,3,5,3,0,0,1,1,0,0,0,0,13.755428,51.049976
13,22,5,23,15,2,3,0,1,0,0,1,0,0,0,0,0,12.334303,51.331548
12,22,5,27,18,6,3,2,6,0,0,1,0,0,0,0,0,13.747098,51.048587
11,22,6,1,17,4,3,3,6,0,0,1,1,0,0,0,0,12.848474,50.817458
12,22,4,27,14,4,2,3,6,0,0,1,1,0,0,0,0,13.72924,51.080191
13,22,5,6,14,6,3,5,3,0,0,1,1,0,0,0,0,12.448365,51.383036
13,22,6,13,14,2,3,5,3,0,0,1,1,0,0,0,0,12.377562,51.30812
12,22,4,28,22,5,2,4,6,2,0,1,0,0,0,0,0,13.708722,51.077362
13,22,4,12,18,3,3,1,7,0,0,1,1,0,0,0,0,12.32629,51.344296
25,22,5,7,18,7,3,0,1,0,0,1,0,0,0,0,0,14.269271,51.442798
27,22,5,11,18,4,3,5,2,0,0,1,1,0,0,0,0,13.286298,51.30673
24,22,6,8,18,4,2,0,7,0,0,1,1,0,0,0,0,12.377695,50.738583
12,22,6,1,9,4,3,5,3,0,0,1,1,0,0,0,0,13.745456,51.068316
22,22,4,27,16,4,3,5,3,0,0,1,1,0,0,0,0,12.973062,51.097895
22,22,5,16,15,2,3,4,2,0,0,1,1,0,0,0,0,13.221579,51.159178
26,22,5,1,12,1,3,1,5,0,0,1,1,0,0,0,0,14.99887,51.151955
12,22,5,5,6,5,3,1,5,0,0,1,1,0,0,0,0,13.774906,51.039642
12,22,6,13,16,2,3,1,5,0,0,1,1,0,0,0,0,13.797774,51.047409
23,22,5,27,16,6,2,5,3,0,0,1,1,0,0,0,0,12.141037,50.508758
29,22,4,29,7,6,3,5,3,0,0,1,0,0,0,1,0,12.751765,51.37843
27,22,6,12,19,1,3,0,1,0,0,1,0,0,0,0,0,13.579921,51.123516
25,22,6,3,21,6,2,0,7,2,0,1,0,0,0,0,0,14.105356,51.278253
13,22,5,16,9,2,3,5,3,0,0,1,0,0,0,0,1,12.337885,51.330939
13,22,4,28,7,5,3,5,3,0,0,1,1,0,0,0,0,12.330179,51.318862
12,22,5,10,7,3,3,5,3,0,0,1,1,0,0,0,0,13.779909,51.044319
26,22,5,25,12,4,3,0,1,0,1,1,0,0,0,0,0,14.835553,51.289374
12,22,4,24,15,1,3,5,3,0,1,1,1,0,0,0,0,13.752184,51.05442
13,22,5,13,14,6,3,5,3,0,0,1,1,0,0,0,0,12.435892,51.345397
27,22,5,3,17,3,3,8,1,0,0,1,0,0,0,0,0,13.280214,51.305828
13,22,6,10,21,6,3,6,6,0,0,1,0,1,0,0,0,12.373364,51.324701
13,22,6,2,7,5,3,0,7,0,0,1,0,1,0,0,0,12.390184,51.36313
27,22,5,2,15,2,3,5,2,0,0,1,0,0,0,0,0,13.629976,51.107431
12,22,5,6,9,6,3,5,3,0,0,1,1,0,0,0,0,13.674633,51.090749
13,22,6,13,7,2,3,3,2,0,0,1,1,0,0,0,0,12.396238,51.303574
12,22,4,18,19,2,3,5,3,1,0,1,0,0,1,0,0,13.799707,51.046937
12,22,5,11,18,4,2,5,3,0,0,1,0,0,1,0,0,13.74358,51.035629
27,22,4,26,14,3,3,8,7,0,0,1,0,0,0,0,0,13.567264,51.175135
27,22,5,14,7,7,3,7,7,0,0,1,0,1,0,0,0,13.571587,51.144146
12,22,4,30,0,7,3,5,3,2,0,1,1,0,0,0,0,13.761098,51.068186
13,22,5,4,17,4,3,5,2,0,0,1,1,0,0,0,0,12.38375,51.286538
13,22,6,11,12,7,3,4,7,0,0,1,1,0,0,0,0,12.258834,51.300778
22,22,5,18,19,4,3,0,1,0,0,1,0,0,0,0,0,13.323348,50.905181
21,22,4,14,12,5,3,1,5,0,0,1,1,0,0,0,0,13.074082,50.749766
12,22,5,21,11,7,2,1,7,0,0,1,1,0,0,0,0,13.830263,50.999395
12,22,5,25,15,4,3,5,3,0,0,1,1,0,0,0,0,13.817887,50.998558
25,22,5,13,16,6,3,5,3,0,0,1,0,0,0,0,1,14.436938,51.184907
29,22,5,2,19,2,3,4,6,0,0,1,1,0,0,0,0,12.389059,51.199138
12,22,6,10,18,6,3,5,2,0,0,1,1,0,0,0,0,13.731276,51.053401
21,22,6,5,9,1,3,0,1,0,0,1,0,0,0,0,0,12.734404,50.619488
21,22,5,17,5,3,2,0,7,0,1,1,0,0,0,0,0,12.784925,50.718032
27,22,4,28,7,5,3,5,3,0,0,1,1,0,0,0,0,13.667809,51.102446
28,22,4,12,15,3,3,3,7,0,0,1,1,0,0,0,0,13.535602,50.864343
12,22,7,2,19,7,3,0,1,0,0,1,0,0,0,0,0,13.756128,51.055715
22,22,7,18,8,2,3,4,6,0,0,1,1,0,0,0,0,13.322646,50.85763
29,22,7,25,12,2,3,0,7,0,0,1,1,0,0,0,0,12.499477,51.265761
11,22,7,5,11,3,3,3,2,0,0,1,1,0,0,0,0,12.926024,50.825605
12,22,7,14,21,5,2,0,1,1,0,1,0,0,0,0,0,13.832029,51.01917
12,22,6,16,14,5,3,5,3,0,0,1,1,0,0,0,0,13.746169,51.059597
13,22,6,20,14,2,3,5,3,0,1,1,1,0,0,0,0,12.373437,51.329695
25,22,7,2,22,7,3,9,1,2,0,1,0,0,0,0,0,14.009537,51.174956
13,22,7,28,17,5,2,3,2,0,0,1,1,0,0,0,0,12.378068,51.334596
13,22,6,23,8,5,3,0,7,0,0,1,0,0,0,0,0,12.405716,51.331363
12,22,7,7,15,5,3,5,3,0,0,1,1,0,0,0,0,13.774592,51.117745
26,22,8,1,10,2,3,7,7,0,0,1,0,0,0,0,0,14.579726,51.000115
13,22,6,30,8,5,3,0,1,0,0,1,0,0,0,0,0,12.378516,51.366474
25,22,8,3,13,4,3,1,1,0,0,1,0,0,0,0,0,14.338173,51.274393
12,22,6,22,15,4,3,2,6,0,0,1,1,0,0,0,0,13.804308,51.051271
12,22,7,12,15,3,3,1,5,0,0,1,1,0,0,0,0,13.786116,51.120483
27,22,6,28,7,3,3,5,3,0,0,1,1,0,0,0,0,13.48694,51.156135
13,22,6,27,16,2,3,5,2,0,0,1,1,0,0,0,0,12.405776,51.331747
13,22,7,25,12,2,3,5,3,0,0,1,1,0,0,0,0,12.378286,51.334595
22,22,7,30,13,7,3,9,7,0,0,1,0,0,0,0,0,13.389885,50.910997
13,22,6,29,9,4,3,6,6,0,0,1,0,1,0,0,0,12.378043,51.34615
27,22,7,18,7,2,3,4,6,0,0,1,1,0,0,0,0,13.675777,51.155307
26,22,7,22,16,6,3,0,1,0,0,1,0,0,0,0,0,14.992478,51.159868
13,22,6,20,15,2,3,4,2,0,0,1,1,0,0,0,0,12.327332,51.325438
13,22,7,6,13,4,3,5,3,0,0,1,1,0,0,0,0,12.329808,51.325164
12,22,8,2,7,3,3,5,3,0,0,1,1,0,0,0,0,13.743606,51.035658
23,22,8,3,13,4,3,5,2,0,0,1,1,0,0,0,0,12.138192,50.486467
12,22,7,22,5,6,3,5,3,0,0,1,1,0,0,0,0,13.825134,51.003417
22,22,7,3,14,1,3,4,6,0,0,1,0,0,0,0,1,13.121994,51.131011
13,22,8,6,15,7,3,1,5,0,0,1,1,0,0,0,0,12.341013,51.325848
13,22,7,7,7,5,3,5,3,0,1,1,1,0,0,0,0,12.330761,51.337432
13,22,8,1,15,2,3,6,6,0,0,1,0,1,0,0,0,12.368969,51.333704
13,22,7,1,14,6,3,0,1,0,1,1,1,0,0,0,0,12.355663,51.337497
25,22,7,12,10,3,2,5,3,0,0,1,1,0,0,0,0,14.255943,51.433788
12,22,7,19,6,3,3,0,1,0,0,1,0,0,0,0,0,13.715255,51.036477
25,22,6,28,19,3,3,0,1,0,0,1,0,0,0,0,0,14.187813,51.124432
25,22,7,25,12,2,3,0,1,0,0,1,0,0,0,0,0,13.918021,51.105857
13,22,6,16,16,5,3,3,5,0,0,1,1,0,0,0,0,12.425503,51.344122
13,22,7,13,9,4,3,6,4,0,0,1,0,1,0,0,0,12.37398,51.315744
13,22,7,17,15,1,3,0,7,0,0,1,0,0,0,0,0,12.373015,51.309618
13,22,6,25,21,7,2,5,2,2,0,1,1,0,0,0,0,12.370845,51.336382
13,22,7,23,10,7,3,5,3,0,0,1,1,0,0,0,0,12.479203,51.342721
26,22,7,29,12,6,2,5,3,0,0,1,1,0,0,0,0,14.787797,51.403184
28,22,6,15,6,4,3,5,3,0,0,1,1,0,0,0,0,13.860462,50.979979
11,22,7,9,16,7,3,4,5,0,1,1,1,0,0,0,0,12.877359,50.823276
13,22,7,14,14,5,3,5,3,0,0,1,1,0,0,0,0,12.396669,51.343041
26,22,7,21,7,5,3,6,6,0,0,1,0,1,0,0,0,14.975672,51.121851
26,22,8,5,20,6,3,5,3,0,0,1,1,0,0,0,0,14.982856,51.144575
22,22,6,30,19,5,3,9,1,0,0,1,0,0,0,0,0,13.131194,51.11775
30,22,6,14,14,3,3,4,6,0,0,1,1,0,0,0,0,12.491169,51.376048
13,22,6,17,10,6,3,5,7,0,0,1,1,0,0,0,0,12.367462,51.367341
12,22,7,7,7,5,3,5,3,0,1,1,1,0,0,0,0,13.798827,51.052989
12,22,7,1,15,6,3,0,1,0,1,1,0,0,0,0,0,13.80583,51.011537
12,22,6,22,16,4,3,0,1,0,0,1,0,0,0,0,0,13.711543,51.033202
13,22,7,11,18,2,3,5,3,0,0,1,0,0,0,0,1,12.388395,51.327594
24,22,7,24,12,1,3,0,1,0,0,1,0,0,0,0,0,12.456658,50.605255
12,22,6,17,11,6,2,0,7,0,0,1,0,0,0,0,0,13.778104,51.132249
13,22,7,5,19,3,2,5,2,0,0,1,1,0,0,0,0,12.420507,51.319266
13,22,7,14,14,5,3,0,5,0,0,1,1,0,0,0,0,12.365111,51.363498
27,22,7,17,21,1,3,0,4,0,0,1,0,1,0,0,0,13.561657,51.125618
22,22,6,23,22,5,2,0,7,2,0,1,0,0,0,0,0,13.112747,50.964348
13,22,6,27,20,2,3,1,5,0,0,1,1,0,0,0,0,12.376455,51.308542
12,22,7,26,20,3,3,6,4,0,0,1,1,1,0,0,0,13.788586,51.042636
12,22,6,17,17,6,3,4,2,0,0,1,1,0,0,0,0,13.701195,51.042428
12,22,7,13,22,4,3,0,7,2,0,1,1,0,0,0,0,13.680504,51.040596
13,22,6,24,19,6,3,1,6,0,0,1,1,0,0,0,0,12.392615,51.322438
13,22,7,23,21,7,3,5,3,1,0,1,1,0,0,0,0,12.339159,51.333236
12,22,7,5,7,3,2,5,2,0,0,1,1,0,0,0,0,13.786416,51.028551
11,22,7,28,12,5,2,0,7,0,0,1,0,0,0,0,0,12.923197,50.811381
12,22,6,20,7,2,3,0,4,0,0,1,0,1,0,0,0,13.718734,51.03947
12,22,7,16,23,7,2,5,3,2,0,1,1,0,0,0,0,13.749584,51.0336
13,22,7,20,12,4,3,0,2,0,0,1,0,0,0,0,0,12.373856,51.360563
26,22,6,24,19,6,3,0,6,0,0,1,1,0,0,0,0,14.985219,51.154736
12,22,7,12,11,3,3,5,3,0,0,1,1,0,0,0,0,13.810077,51.018702
13,22,7,27,13,4,3,0,7,0,0,1,0,0,0,0,0,12.355365,51.34459
13,22,6,18,11,7,2,5,2,0,0,1,1,0,0,0,0,12.284654,51.31774
13,22,6,21,15,3,3,5,2,0,0,1,1,0,0,0,0,12.397867,51.345965
13,22,7,9,15,7,3,0,5,0,0,1,1,0,0,0,0,12.383203,51.331716
12,22,7,17,15,1,3,0,7,0,0,1,0,0,0,0,0,13.846269,51.017374
27,22,6,27,18,2,3,0,1,0,0,1,0,0,0,0,0,13.2988,51.324755
12,22,7,26,16,3,3,5,3,0,0,1,1,0,0,0,0,13.761725,51.031738
21,22,7,4,20,2,2,5,2,0,0,1,1,0,0,0,0,12.637655,50.597425
12,22,8,1,12,2,3,4,2,0,0,1,1,0,0,0,0,13.788712,51.017247
28,22,7,14,18,5,3,1,1,0,1,1,1,0,0,0,0,13.94629,50.960326
12,22,6,16,15,5,3,5,2,0,0,1,1,0,0,0,0,13.740565,51.050072
12,22,6,20,15,2,3,4,6,0,0,1,1,0,0,0,0,13.710625,51.07755
24,22,6,26,12,1,3,3,2,0,0,1,1,0,0,0,0,12.583706,50.72625
27,22,7,3,19,1,3,3,2,0,0,1,0,0,0,0,0,13.567428,51.124265
22,22,8,7,14,1,3,0,7,0,0,1,0,0,0,0,0,12.954959,51.047222
22,22,7,7,11,5,3,5,3,0,0,1,1,0,0,0,0,12.809737,50.912715
13,22,8,1,5,2,3,5,3,0,0,1,1,0,0,0,0,12.310238,51.31774
29,22,7,21,14,5,3,4,2,0,0,1,1,0,0,0,0,12.229324,51.303573
13,22,7,1,16,6,2,1,5,0,0,1,1,0,0,0,0,12.385928,51.364317
12,22,8,3,11,4,3,0,7,0,1,1,0,0,0,0,1,13.752085,51.036986
29,22,6,22,16,4,3,0,7,0,0,1,1,0,0,0,0,12.346688,51.264279
13,22,7,12,7,3,3,1,5,0,0,1,1,0,0,0,0,12.376354,51.332755
13,22,7,18,8,2,3,4,2,0,0,1,1,0,0,0,0,12.385087,51.331667
12,22,7,22,18,6,3,5,2,0,0,1,1,0,0,0,0,13.730586,51.088953
12,22,6,24,16,6,3,0,7,0,1,1,0,0,0,0,0,13.682041,51.042396
27,22,7,16,2,7,2,0,1,2,0,1,0,0,0,0,0,13.784808,51.350314
12,22,8,5,14,6,3,5,2,0,0,1,1,0,0,0,0,13.702273,51.045862
12,22,6,30,11,5,2,5,3,0,0,1,1,0,0,0,0,13.710819,51.029447
13,22,7,12,17,3,3,4,2,0,0,1,1,0,0,0,0,12.326031,51.307275
13,22,7,6,23,4,3,0,1,2,0,1,0,0,0,0,0,12.401244,51.345782
26,22,8,1,9,2,3,0,1,0,0,1,0,0,0,0,0,14.952721,51.149405
12,22,7,1,7,6,3,2,1,0,0,1,1,0,0,0,0,13.777497,51.05875
12,22,8,4,10,5,3,5,3,0,0,1,1,0,0,0,0,13.755608,51.029565
13,22,6,27,11,2,3,3,6,0,0,1,1,0,0,0,0,12.405885,51.345532
12,22,6,17,6,6,3,5,3,0,0,1,1,0,0,0,0,13.71242,51.033984
13,22,7,29,14,6,3,5,2,0,0,1,1,0,0,0,0,12.38418,51.365783
27,22,8,8,19,2,3,0,1,0,0,1,0,0,0,0,0,13.549015,51.147107
13,22,6,19,2,1,3,0,7,2,0,1,0,0,0,0,0,12.333511,51.319525
12,22,7,9,14,7,3,0,3,0,0,1,1,0,0,0,0,13.785328,51.035944
27,22,7,15,18,6,3,5,3,0,0,1,1,0,0,0,0,13.652656,51.09806
29,22,6,23,9,5,3,5,2,0,0,1,0,0,1,0,0,12.499868,51.129966
22,22,7,21,9,5,2,0,7,0,0,1,0,0,0,0,0,13.123115,50.967801
12,22,7,3,0,1,3,0,1,2,0,1,0,0,0,0,0,13.690808,51.053328
13,22,8,6,14,7,3,1,5,0,0,1,1,0,0,0,0,12.370065,51.355781
13,22,6,23,7,5,3,3,5,0,0,1,1,0,0,0,0,12.329292,51.305157
12,22,7,13,15,4,3,3,2,0,0,1,0,0,0,0,0,13.80889,51.052748
13,22,6,18,11,7,3,1,5,0,0,1,1,0,0,0,0,12.334812,51.329219
13,22,6,30,13,5,3,3,6,0,0,1,1,0,0,0,0,12.410494,51.345292
13,22,8,3,11,4,3,1,7,0,0,1,1,0,0,0,0,12.376711,51.341192
25,22,6,23,7,5,3,5,3,0,0,1,0,0,0,0,0,14.427611,51.17963
11,22,7,12,9,3,3,8,7,0,0,1,0,0,0,0,0,12.882881,50.831608
12,22,6,29,9,4,3,5,3,0,0,1,1,0,0,0,0,13.707133,51.041748
12,22,7,6,16,4,3,4,1,0,0,1,0,0,0,0,1,13.760346,51.026837
12,22,7,30,13,7,3,0,1,0,1,1,0,0,0,0,0,13.811707,51.020813
12,22,6,21,10,3,3,0,1,0,0,1,0,0,0,0,0,13.757181,51.054537
27,22,7,17,13,1,2,8,6,0,0,1,1,0,0,0,0,13.623007,51.103913
24,22,6,24,15,6,3,5,3,0,0,1,1,0,0,0,0,12.366604,50.709231
12,22,7,23,11,7,3,0,7,0,0,1,0,0,0,0,0,13.7155,51.027114
11,22,7,4,6,2,3,0,7,0,0,1,0,0,0,0,0,12.913188,50.81163
12,22,8,7,4,1,3,0,1,2,0,1,0,0,0,0,0,13.753164,51.066542
12,22,6,28,20,3,3,5,3,0,0,1,1,0,0,0,0,13.812984,51.019907
13,22,6,27,7,2,3,1,7,0,0,1,1,0,0,0,0,12.370244,51.324431
12,22,6,17,16,6,3,5,3,0,0,1,1,0,0,0,0,13.750869,51.031036
12,22,7,6,21,4,3,3,6,2,0,1,0,0,0,0,0,13.80189,51.042441
21,22,6,26,16,1,3,0,1,0,0,1,0,0,0,0,0,12.901544,50.690475
12,22,7,24,13,1,2,0,1,0,0,1,0,0,0,0,0,13.701571,51.039358
22,22,7,5,11,3,3,5,3,0,0,1,0,0,1,0,0,13.32848,50.91734
30,22,7,28,19,5,3,5,3,0,0,1,1,0,0,0,0,12.33958,51.526682
26,22,6,16,7,5,3,0,1,0,0,1,0,0,0,0,0,14.900373,51.207502
11,22,6,20,19,2,3,4,2,0,0,1,1,0,0,0,0,12.912349,50.844666
12,22,7,8,1,6,3,0,1,2,0,1,0,0,0,0,0,13.802433,51.022129
30,22,7,21,16,5,3,6,4,0,0,1,0,1,0,0,0,12.587315,51.591361
12,22,6,24,0,6,2,0,1,2,0,1,0,0,0,0,0,13.76058,51.118047
12,22,7,13,15,4,3,0,1,0,0,1,0,0,0,0,0,13.666501,51.04024
21,22,6,15,14,4,3,5,3,0,0,1,1,0,0,0,0,13.006282,50.594841
25,22,6,17,14,6,3,3,6,0,0,1,0,0,0,0,1,14.093496,51.274269
13,22,6,30,8,5,3,5,3,0,0,1,1,0,0,0,0,12.381587,51.315659
12,22,6,22,14,4,3,3,2,0,0,1,0,0,1,0,0,13.829238,51.017015
13,22,7,18,7,2,3,5,3,0,0,1,0,0,0,1,0,12.400609,51.323983
12,22,6,27,15,2,2,5,3,0,0,1,1,0,0,0,0,13.804799,51.039854
27,22,7,25,18,2,3,5,3,0,0,1,1,0,0,0,0,13.667826,51.102442
13,22,7,5,16,3,3,3,2,0,0,1,1,0,0,0,0,12.40415,51.363647
12,22,6,21,14,3,3,5,2,0,0,1,1,0,0,0,0,13.739232,51.047347
27,22,7,10,6,1,2,8,1,0,0,1,0,0,0,0,0,13.300019,51.295513
12,22,6,25,16,7,2,0,7,0,0,1,0,0,0,0,0,13.837491,51.024799
13,22,8,8,22,2,3,5,3,2,0,1,1,0,0,0,0,12.341163,51.332359
12,22,6,16,14,5,3,1,7,0,0,1,1,0,0,0,0,13.758238,51.064919
13,22,7,8,17,6,3,2,6,0,0,1,1,0,0,0,0,12.407848,51.335683
11,22,7,22,10,6,3,5,3,0,0,1,1,0,0,0,0,12.903219,50.838875
13,22,7,3,9,1,3,0,1,0,0,1,0,0,0,0,0,12.344136,51.331127
22,22,8,6,12,7,2,0,1,0,0,1,0,0,0,0,0,12.827572,50.927682
12,22,6,20,11,2,3,5,3,0,0,1,0,0,0,0,0,13.751302,51.042447
26,22,7,8,7,6,3,0,1,0,1,1,0,0,0,0,0,14.807122,50.898039
13,22,7,14,10,5,3,5,3,0,0,1,0,0,0,0,1,12.367926,51.323381
12,22,7,2,16,7,3,5,2,0,0,1,1,0,0,0,0,13.729455,51.045707
25,22,8,5,17,6,3,5,3,0,0,1,0,0,0,0,1,13.820413,51.186059
24,22,6,14,6,3,3,4,6,0,0,1,0,0,0,0,0,12.742181,50.857738
13,22,7,27,7,4,3,2,2,0,0,1,1,0,0,0,0,12.479269,51.345821
30,22,6,18,18,7,3,1,1,0,0,1,1,0,0,0,0,12.335519,51.451893
12,22,7,1,21,6,3,6,4,0,0,1,0,1,0,0,0,13.712466,51.077534
12,22,7,12,8,3,3,6,4,0,0,1,0,1,0,0,0,13.774976,51.038125
26,22,7,19,16,3,3,3,2,0,0,1,1,0,0,0,0,14.792449,50.89736
13,22,6,29,8,4,3,2,7,0,1,1,1,0,0,0,0,12.378329,51.359599
29,22,6,16,11,5,2,6,4,0,0,1,0,1,0,0,0,12.375128,51.278192
13,22,7,5,12,3,3,5,3,0,0,1,1,0,0,0,0,12.47692,51.33983
25,22,7,10,10,1,3,4,2,0,0,1,1,0,0,0,0,13.9136,51.103003
21,22,7,17,19,1,2,0,1,0,0,1,0,0,0,0,0,13.017911,50.673185
11,22,7,4,22,2,3,0,7,2,0,1,0,0,0,0,0,12.890342,50.830483
13,22,6,15,15,4,3,4,6,0,0,1,0,0,0,0,0,12.340797,51.327399
13,22,6,19,2,1,3,0,1,2,0,1,0,0,0,0,0,12.464629,51.312796
24,22,8,6,17,7,2,0,1,0,0,1,0,0,0,0,0,12.362757,50.696585
12,22,7,12,12,3,2,7,7,0,0,1,0,1,0,0,0,13.876373,50.99286
24,22,7,5,17,3,3,5,3,0,0,1,1,0,0,0,0,12.540693,50.835308
24,22,8,2,13,3,3,5,3,0,0,1,1,0,0,0,0,12.496927,50.717556
27,22,6,30,20,5,2,5,3,0,0,1,1,0,0,0,0,13.2895,51.303224
13,22,8,4,21,5,3,5,3,1,0,1,1,0,0,0,0,12.369683,51.324486
28,22,7,24,15,1,3,0,1,0,0,1,0,0,0,0,0,13.993366,50.943702
12,22,6,17,17,6,3,1,1,0,0,1,1,0,0,0,0,13.798584,51.043171
28,22,6,15,14,4,3,0,1,0,0,1,0,0,0,0,0,13.860643,50.987852
13,22,7,26,12,3,2,0,7,0,0,1,0,0,0,0,0,12.351014,51.365793
30,22,6,17,7,6,3,5,3,0,0,1,1,0,0,0,0,12.940539,51.283011
13,22,8,1,14,2,3,5,3,0,0,1,1,0,0,0,0,12.381558,51.336673
11,22,7,1,14,6,2,0,1,0,1,1,0,0,0,0,0,12.881263,50.855881
26,22,8,3,18,4,3,4,7,0,0,1,0,0,0,0,0,14.581813,51.356919
12,22,6,22,7,4,3,3,6,0,0,1,1,0,1,0,0,13.773401,51.046226
22,22,7,11,17,2,2,0,6,0,0,1,1,0,0,0,0,13.45617,50.971494
12,22,7,20,19,4,3,1,5,0,0,1,1,0,0,0,0,13.757264,51.063902
12,22,7,26,12,3,3,0,1,0,0,1,0,0,0,0,0,13.718082,51.07753
12,22,6,17,13,6,3,6,6,0,0,1,0,1,0,0,0,13.865548,51.015625
12,22,7,31,20,1,3,0,1,0,0,1,0,0,0,0,0,13.727629,51.031877
25,22,6,16,17,5,3,5,7,0,0,1,1,0,0,0,0,14.240202,51.432444
21,22,6,21,20,3,3,4,7,0,0,1,0,0,0,0,0,12.608006,50.493058
12,22,6,26,17,1,3,1,5,0,0,1,1,0,0,0,0,13.726995,51.070663
12,22,6,24,7,6,3,0,7,0,0,1,0,0,0,0,0,13.826187,51.04795
30,22,7,6,18,4,3,0,7,0,0,1,0,0,0,0,0,12.355011,51.528346
13,22,7,14,7,5,3,5,3,0,0,1,1,0,0,0,0,12.297751,51.357374
13,22,7,21,5,5,1,5,3,0,0,1,1,0,0,0,0,12.491201,51.359627
12,22,6,23,18,5,3,3,2,0,0,1,1,0,0,0,0,13.775363,51.032978
13,22,7,12,13,3,3,1,5,0,0,1,1,0,0,0,0,12.413008,51.375097
28,22,7,20,19,4,2,0,1,0,0,1,0,0,0,0,0,14.218923,51.025238
11,22,6,28,10,3,3,0,7,0,0,1,0,0,0,0,0,12.929755,50.815539
12,22,7,5,11,3,3,5,3,0,0,1,1,0,0,0,0,13.767496,51.042573
11,22,7,14,16,5,3,0,7,0,0,1,0,0,0,0,0,12.887158,50.794966
11,22,6,22,18,4,3,5,3,0,0,1,1,0,0,0,0,12.922571,50.825333
12,22,7,11,8,2,3,6,4,0,0,1,0,1,0,0,0,13.821831,51.029454
25,22,7,18,10,2,2,0,7,0,0,1,0,0,0,0,0,14.432302,51.175572
30,22,7,4,19,2,3,6,4,0,0,1,0,1,0,0,0,12.221322,51.396001
27,22,6,15,13,4,2,5,3,0,0,1,0,0,0,0,1,13.386944,51.302104
12,22,6,19,17,1,3,0,7,0,0,1,0,0,0,0,0,13.740065,51.053688
29,22,7,15,9,6,2,0,7,0,0,1,0,0,1,0,0,12.440916,51.088821
29,22,7,20,6,4,2,0,7,0,1,1,0,0,0,0,1,12.608162,51.017172
24,22,7,2,16,7,3,0,7,0,0,1,0,0,0,0,0,12.490124,50.720971
12,22,8,6,17,7,2,2,6,0,0,1,0,0,0,0,0,13.752652,51.060465
13,22,6,23,7,5,3,1,5,0,0,1,1,0,0,0,0,12.403207,51.339975
21,22,7,13,17,4,3,5,3,0,0,1,1,0,0,0,0,12.799497,50.581516
11,22,6,19,12,1,2,0,1,0,0,1,0,0,0,0,0,12.90513,50.791749
13,22,7,7,14,5,3,5,3,0,1,1,1,0,0,0,0,12.397791,51.329452
12,22,7,14,8,5,3,1,5,0,0,1,1,0,0,0,0,13.718865,51.080537
30,22,6,25,9,7,3,5,3,0,0,1,1,0,0,0,0,12.983088,51.560341
25,22,7,23,19,7,3,5,3,0,0,1,0,0,0,0,0,14.378748,51.344234
13,22,7,27,8,4,3,5,3,0,0,1,1,0,0,0,0,12.398527,51.398939
12,22,8,5,13,6,2,3,6,0,0,1,1,0,0,0,0,13.704922,51.034366
25,22,6,29,6,4,2,5,3,0,1,1,1,0,0,0,0,14.098825,51.278818
21,22,6,15,12,4,2,0,7,0,0,1,0,0,0,0,0,13.005655,50.580137
12,22,6,19,22,1,2,7,1,2,0,1,0,0,0,0,0,13.776572,51.066765
12,22,7,7,8,5,3,1,7,0,1,1,1,0,0,0,0,13.779376,51.046221
13,22,8,1,17,2,3,5,3,0,0,1,1,0,0,0,0,12.406076,51.346865
12,22,7,21,14,5,3,0,1,0,0,1,0,0,0,0,0,13.746729,51.053336
12,22,7,1,15,6,3,3,6,0,0,1,0,0,0,0,0,13.754555,51.057157
12,22,8,3,6,4,3,0,1,0,0,1,0,0,0,0,0,13.71821,51.077526
12,22,6,22,9,4,3,3,2,0,0,1,1,0,0,0,0,13.747269,51.07197
25,22,7,19,8,3,3,5,3,0,0,1,1,0,0,0,0,14.248409,51.439734
12,22,7,25,15,2,3,1,6,0,0,1,1,0,0,0,0,13.749381,51.035669
